source_row,recipe,role,action,legacy_path,canonical_legacy_path,mapping_status,reference_label,dss_reference,dataset_name,snapshot_name,dss_subpath,upload_root
815,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/all_combined_chinese_yao_0603_nontemplate_qwenverif_en_formatted_combined_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/all_combined_chinese_yao_0603_nontemplate_qwenverif_en_formatted_combined_cleaned_fixthink0319,mapped,,dss://camio_chinese_0603_en_notemp_formatted_fixthink0319_cleaned0320@v0,camio_chinese_0603_en_notemp_formatted_fixthink0319_cleaned0320,v0,,
816,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/keensight_chinese/deepseekocr_refined_chinese_keensight_filtered_nmh5p5,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/keensight_chinese/deepseekocr_refined_chinese_keensight_filtered_nmh5p5,mapped,,dss://keensight_chinese_ocr_filtered@v0,keensight_chinese_ocr_filtered,v0,,
817,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/keensight_chinese_png,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/keensight_chinese_png,mapped,media_source,dss://keensight_chinese_png@v0,keensight_chinese_png,v0,,
818,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/safety_fix/kimi_agent_traj_v1_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/safety_fix/kimi_agent_traj_v1_safetyfix0323,mapped,,dss://kimi_agent_traj_v1_safetyfix0323@v0/kimi_agent_traj_v1_safetyfix0323.jsonl,kimi_agent_traj_v1_safetyfix0323,v0,kimi_agent_traj_v1_safetyfix0323.jsonl,
819,v14_vlm_16k,auxiliary,verified_previous_v14,/,/,mapped,media_source,dss://kimi_trajectories@v0,kimi_trajectories,v0,,
820,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/turing_pass_rate_merged_qwen3.5cot_combined_verified_combined3_formatted_cleaned,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/turing_pass_rate_merged_qwen3.5cot_combined_verified_combined3_formatted_cleaned,mapped,,dss://turing_rl_qwen3p5_formatted@v0,turing_rl_qwen3p5_formatted,v0,,
821,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/rl_data/turing,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/rl_data/turing,mapped,media_source,dss://rl_turing@v0,rl_turing,v0,,
822,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/surge_pass_rate_merged_qwen3.5cot_combined_verified_combined2_formatted_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/surge_pass_rate_merged_qwen3.5cot_combined_verified_combined2_formatted_cleaned_fixthink0319,mapped,,dss://surge_rl_qwen3p5_formatted_fixthink0319@v0,surge_rl_qwen3p5_formatted_fixthink0319,v0,,
823,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/rl_data/surge,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/rl_data/surge,mapped,media_source,dss://rl_surge@v0,rl_surge,v0,,
824,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/remaining_nonqwen3p5/final_output_question_relevant_sft_0000_0399_remaining_nonqwen3p5_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/remaining_nonqwen3p5/final_output_question_relevant_sft_0000_0399_remaining_nonqwen3p5_fixthink0319,mapped,,dss://ocr_reason_finance_remaining_nonqwen3p5_fixthink0319@v0,ocr_reason_finance_remaining_nonqwen3p5_fixthink0319,v0,,
825,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/datasets/Financial_Batch_1/Financial_Batch_1,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/datasets/Financial_Batch_1/Financial_Batch_1,mapped,media_source,dss://financial_batch_1_nested@v0,financial_batch_1_nested,v0,,
826,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/remaining_nonqwen3p5/final_output_sft_2026-02-12_remaining_nonqwen3p5_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/remaining_nonqwen3p5/final_output_sft_2026-02-12_remaining_nonqwen3p5_fixthink0319,mapped,,dss://ocr_reason_finance_batch2_remaining_nonqwen3p5_fixthink0319@v0,ocr_reason_finance_batch2_remaining_nonqwen3p5_fixthink0319,v0,,
827,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/chinese_vendor_pass_rate_merged_qwen3.5cot_combined_verified_combined2_formatted_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/chinese_vendor_pass_rate_merged_qwen3.5cot_combined_verified_combined2_formatted_cleaned_fixthink0319,mapped,,dss://chinese_rl_qwen3p5_formatted_fixthink0319@v0,chinese_rl_qwen3p5_formatted_fixthink0319,v0,,
828,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/rl_data/chinese,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/rl_data/chinese,mapped,media_source,dss://rl_chinese@v0,rl_chinese,v0,,
829,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/missing_fullpage_textonly_conversations__affine_photoStrong__filtered_QA_qwen3p5_zhtrace_formatted_combined_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/missing_fullpage_textonly_conversations__affine_photoStrong__filtered_QA_qwen3p5_zhtrace_formatted_combined_cleaned_fixthink0319,mapped,,dss://cc_chinese_ocr_textonly_aug_v1_filtered_qa_qwen3p5_zhtrace_formatted_fixthink0319_cleaned0320@v0,cc_chinese_ocr_textonly_aug_v1_filtered_qa_qwen3p5_zhtrace_formatted_fixthink0319_cleaned0320,v0,,
830,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/all_combined_tabrecset_zh_cleaned_formatted_combined_cleaned,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/all_combined_tabrecset_zh_cleaned_formatted_combined_cleaned,mapped,,dss://tabrecset_html_clean_augmented_v1_qwen3p5_qgen_zhtrace_cleaned_formatted_cleaned0320@v0,tabrecset_html_clean_augmented_v1_qwen3p5_qgen_zhtrace_cleaned_formatted_cleaned0320,v0,,
831,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/TabRecSet_augmented_v1,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/TabRecSet_augmented_v1,mapped,media_source,dss://tabrecset_augmented_v1@v0,tabrecset_augmented_v1,v0,,
832,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/cc_chinese_ocr_full_oss_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/cc_chinese_ocr_full_oss_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,mapped,,dss://cc_chinese_ocr_oss_qwen_qa_tables_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323@v0,cc_chinese_ocr_oss_qwen_qa_tables_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323,v0,,
833,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/cc_chinese_ocr_full_oss_text_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/cc_chinese_ocr_full_oss_text_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,mapped,,dss://cc_chinese_ocr_oss_qwen_qa_text_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323@v0,cc_chinese_ocr_oss_qwen_qa_text_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323,v0,,
834,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/cc_chinese_ocr_full_qwen_color_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/cc_chinese_ocr_full_qwen_color_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,mapped,,dss://cc_chinese_ocr_oss_qwen_qa_color_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323@v0,cc_chinese_ocr_oss_qwen_qa_color_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323,v0,,
835,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/training_data_full_oss_text_qgen_chinese_qwen3_en_trace_verify_relim_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/training_data_full_oss_text_qgen_chinese_qwen3_en_trace_verify_relim_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319,mapped,,dss://camio_oss_qwen_qa_text_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320@v0,camio_oss_qwen_qa_text_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320,v0,,
836,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/training_data_full_oss_letter_qgen_chinese_qwen3_en_trace_verify_relim_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/training_data_full_oss_letter_qgen_chinese_qwen3_en_trace_verify_relim_qwen3.5_entrace_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_combined_cleaned_fixthink0319,mapped,,dss://camio_oss_qwen_qa_letter_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320@v0,camio_oss_qwen_qa_letter_chinese_entracev2_qwen3p5_cleaned_entrace_cleaned_formatted_fixthink0319_cleaned0320,v0,,
837,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/keensight_nuspee_v1.0_qwen3.5cot_entrace_combined_verified_correctonly_combined10-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/keensight_nuspee_v1.0_qwen3.5cot_entrace_combined_verified_correctonly_combined10-correctonly_cleaned_formatted_combined_cleaned_fixthink0319_safetyfix0323,mapped,,dss://keensight_batch1_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323@v0,keensight_batch1_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323,v0,,
838,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted/missing_fullpage_textonly_conversations_ocr_q4plus_bilingual_oss_qgen_qwen32b_thinking_qwen3.5cot_entrace_combined_verified_combined8_formatted_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted/missing_fullpage_textonly_conversations_ocr_q4plus_bilingual_oss_qgen_qwen32b_thinking_qwen3.5cot_entrace_combined_verified_combined8_formatted_cleaned_fixthink0319_safetyfix0323,mapped,,dss://cc_chinese_ocr_noground_qwen3p5_entrace_cleaned_formatted_fixthink0319_safetyfix0323@v0/cc_chinese_ocr_noground_qwen3p5_entrace_cleaned_formatted_fixthink0319_safetyfix0323.jsonl,cc_chinese_ocr_noground_qwen3p5_entrace_cleaned_formatted_fixthink0319_safetyfix0323,v0,cc_chinese_ocr_noground_qwen3p5_entrace_cleaned_formatted_fixthink0319_safetyfix0323.jsonl,
839,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/chinese_vendor_pass_rate_qwen3.5_entrace_combined_verified_combined8_formatted_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/chinese_vendor_pass_rate_qwen3.5_entrace_combined_verified_combined8_formatted_cleaned_fixthink0319,mapped,,dss://chinese_rl_qwen3p5_entrace_cleaned_formatted_fixthink0319@v0,chinese_rl_qwen3p5_entrace_cleaned_formatted_fixthink0319,v0,,
840,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/tabrecset_html_clean_augmented_v2_nmh5r_full_oss_text_qgen_chinese_qwen3_en_trace_verify_qwen3p5_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/tabrecset_html_clean_augmented_v2_nmh5r_full_oss_text_qgen_chinese_qwen3_en_trace_verify_qwen3p5_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_cleaned_fixthink0319,mapped,,dss://tabrecset_html_clean_augmented_v2_nmh5r_oss_qwen_qa_text_entracev2_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320@v0,tabrecset_html_clean_augmented_v2_nmh5r_oss_qwen_qa_text_entracev2_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320,v0,,
841,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/tabrecset_html_clean_augmented_v2_nmh5r_full_oss_qgen_chinese_qwen3_en_trace_verify_qwen3p5_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/tabrecset_html_clean_augmented_v2_nmh5r_full_oss_qgen_chinese_qwen3_en_trace_verify_qwen3p5_combined_verified_correctonly_combined8-correctonly_cleaned_formatted_cleaned_fixthink0319,mapped,,dss://tabrecset_html_clean_augmented_v2_nmh5r_oss_qwen_qa_tables_entracev2_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320@v0,tabrecset_html_clean_augmented_v2_nmh5r_oss_qwen_qa_tables_entracev2_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320,v0,,
842,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/all_combined_tabrecset_en_cleaned_formatted_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/all_combined_tabrecset_en_cleaned_formatted_cleaned_fixthink0319_safetyfix0323,mapped,,dss://tabrecset_html_clean_augmented_v1_qwen3p5_qgen_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323@v0,tabrecset_html_clean_augmented_v1_qwen3p5_qgen_entrace_cleaned_formatted_fixthink0319_cleaned0320_safetyfix0323,v0,,
843,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/zhwiki_v5_0828_full_oss_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined10-correctonly_cleaned_formatted_combined_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/kchumachenko/eagle_recipe/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/zhwiki_v5_0828_full_oss_qgen_chinese_qwen3_en_trace_verify_qwen3.5_entrace_combined_verified_correctonly_combined10-correctonly_cleaned_formatted_combined_cleaned_fixthink0319,mapped,,dss://zhwiki_v5_0828_oss_qwen_qa_tables_chinese_entracev2_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320@v0,zhwiki_v5_0828_oss_qwen_qa_tables_chinese_entracev2_qwen3p5_entrace_cleaned_formatted_fixthink0319_cleaned0320,v0,,
844,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/missing_fullpage_textonly_conversations__affine_photoStrong__filtered_QA_qwen3p5_entrace_formatted_combined_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/formatted_cleaned0320/missing_fullpage_textonly_conversations__affine_photoStrong__filtered_QA_qwen3p5_entrace_formatted_combined_cleaned_fixthink0319_safetyfix0323,mapped,,dss://cc_chinese_ocr_textonly_aug_v1_filtered_qa_qwen3p5_entrace_formatted_fixthink0319_cleaned0320_safetyfix0323@v0,cc_chinese_ocr_textonly_aug_v1_filtered_qa_qwen3p5_entrace_formatted_fixthink0319_cleaned0320_safetyfix0323,v0,,
845,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/chinese_yao_1703_general_image_vqa_5000_nmhp5p_qwen3p5_entrace_combined_verified_correctonly_combined10-correctonly_cleaned_fixthink0319_safetyfix0323,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_jsonl/qwen3p5-relabeled/chinese_yao_1703_general_image_vqa_5000_nmhp5p_qwen3p5_entrace_combined_verified_correctonly_combined10-correctonly_cleaned_fixthink0319_safetyfix0323,mapped,,dss://chinese_human_vqa_1703_entrace_qwen3p5_fixthink0319_safetyfix0323@v0,chinese_human_vqa_1703_entrace_qwen3p5_fixthink0319_safetyfix0323,v0,,
846,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/chinese_Human_Annotation_Batch_China_1,/lustre/fs1/portfolios/llmservice/projects/llmservice_nlp_fm/datasets/eagle-next/image_data/commercial_sft_data/chinese_Human_Annotation_Batch_China_1,mapped,media_source,dss://chinese_human_annotation_batch_china_1@v0,chinese_human_annotation_batch_china_1,v0,,
847,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/chinese_yao_1703_general_image_vqa_5000_nmhp5p_qwen3p5_verified_correctonly_combined_cleaned_formatted_combined_cleaned_fixthink0319,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/amalasanjayd/eagle_recipe/online_packing/playground/commercial_sft_jsonl/qwen3p5-relabeled/formatted/chinese_yao_1703_general_image_vqa_5000_nmhp5p_qwen3p5_verified_correctonly_combined_cleaned_formatted_combined_cleaned_fixthink0319,mapped,,dss://chinese_human_vqa_1703_qwen3p5_formatted_fixthink0319@v0,chinese_human_vqa_1703_qwen3p5_formatted_fixthink0319,v0,,
848,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/boyi_data.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/boyi_data.jsonl,mapped,,dss://boyi_data@v1/boyi_data.jsonl,boyi_data,v1,boyi_data.jsonl,
849,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/boyi_data/videos_crop,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/boyi_data/videos_crop,mapped,media_source,dss://videos_crop@v0,videos_crop,v0,,
850,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/df_human_v1_global_lita_processed.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/df_human_v1_global_lita_processed.jsonl,mapped,,dss://df_human_v1_global_lita_processed@v1/df_human_v1_global_lita_processed.jsonl,df_human_v1_global_lita_processed,v1,df_human_v1_global_lita_processed.jsonl,
851,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/metropolis_data/df_human,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/metropolis_data/df_human,mapped,media_source,dss://df_human@v0,df_human,v0,,
852,v14_vlm_16k,primary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/train_chunked_processed_clean_v2_safetyfix0323.jsonl,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/video_audio_raw/energon_jsonl_aux/short/train_chunked_processed_clean_v2_safetyfix0323.jsonl,mapped,,dss://train_chunked_processed_clean_v2_safetyfix0323@v1/train_chunked_processed_clean_v2_safetyfix0323.jsonl,train_chunked_processed_clean_v2_safetyfix0323,v1,train_chunked_processed_clean_v2_safetyfix0323.jsonl,
853,v14_vlm_16k,auxiliary,verified_previous_v14,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/metropolis_data/lita_data/video_chunked_60s,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/datasets/avlm/metropolis_data/lita_data/video_chunked_60s,mapped,media_source,dss://video_chunked_60s@v0,video_chunked_60s,v0,,
